FacilityType,LoanID,BorrowerID,CounterPartyID,FacilityID,DealID,DealName,BorrowerName,BranchCode,LoanType,PricingOption,LoanPurpose,ContractID,EffectiveDate,RepriceDate,ExpiryDate,MaturityDate,duration,CurrencyCode,LenderID,AccuredToDate,LegalName,FacilityLegalName,BaseRate,SpreadT,LoanAmount,PortfolioShare,LoanCurrency,ProfitCenterCode
COMMITTED,0YD8T1T76,BID1T10,MAIULON262,CDCOMMITTED6,US0CE551T76,MAIULON262-GB,Borrower-280,B264,SBLC,SBLC_FINANCIAL,SBLC_PERF_20,US0CE551T76,5/21/2018,,,5/21/2019,1,GB,Lender-26,,Borrower-280 Inc,Borrower-280 Inc,0.03,0.018,108355.25,541776.23,GB,US0CE55
UNCOMMITTED,0YD8T1T77,BID1T9,MAIULON103,CDUNCOMMITTED49,US0CE551T77,MAIULON103-EUR,Borrower-369,B150,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T77,1/19/2018,,,1/19/2019,1,EUR,Lender-11,,Borrower-369 Inc,Borrower-369 Inc,0.03,0.02,105066.46,525332.28,EUR,US0CE55
REVOLVING,0YD8T1T78,BID1T10,MAIULON504,CDREVOLVING25,US0CE551T78,MAIULON504-GB,Borrower-247,B210,LOAN,ZERO_RATE,Loans,US0CE551T78,2/14/2018,,,2/14/2019,1,GB,Lender-43,,Borrower-247 Inc,Borrower-247 Inc,0.033,0.017,113234.77,566173.86,GB,US0CE55
REVOLVING,0YD8T1T79,BID1T26,MAIULON551,CDREVOLVING5,US0CE551T79,MAIULON551-GB,Borrower-158,B132,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE551T79,6/24/2018,,,6/24/2019,1,GB,Lender-26,,Borrower-158 Inc,Borrower-158 Inc,0.032,0.015,116465.99,582329.95,GB,US0CE55
COMMITTED,0YD8T1T80,BID1T8,MAIULON136,CDCOMMITTED17,US0CE551T80,MAIULON136-USD,Borrower-122,B158,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T80,5/28/2018,,,5/28/2019,1,USD,Lender-2,,Borrower-122 Inc,Borrower-122 Inc,0.044,0.015,118406.62,592033.09,USD,US0CE55
REVOLVING,0YD8T1T81,BID1T8,MAIULON358,CDREVOLVING32,US0CE551T81,MAIULON358-EUR,Borrower-352,B192,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T81,5/18/2018,,,5/18/2019,1,EUR,Lender-7,,Borrower-352 Inc,Borrower-352 Inc,0.03,0.019,111246.26,556231.3,EUR,US0CE55
LIBOR,0YD8T1T82,BID1T1,MAIULON404,CDLIBOR86,US0CE551T82,MAIULON404-USD,Borrower-229,B242,LOAN,LIBOR_SWINGLINE,Loans,US0CE551T82,4/13/2018,,,4/13/2019,1,USD,Lender-27,,Borrower-229 Inc,Borrower-229 Inc,0.045,0.015,109102.31,545511.53,USD,US0CE55
REVOLVING,0YD8T1T83,BID1T2,MAIULON306,CDREVOLVING42,US0CE551T83,MAIULON306-EUR,Borrower-478,B127,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T83,5/18/2018,,,5/18/2019,1,EUR,Lender-13,,Borrower-478 Inc,Borrower-478 Inc,0.063,0.016,102808.54,514042.71,EUR,US0CE55
TERM,0YD8T1T84,BID1T19,MAIULON506,CDTERM34,US0CE551T84,MAIULON506-GB,Borrower-51,B209,LOAN,SBLC_FINANCIAL,Loans,US0CE551T84,4/26/2018,,,4/26/2019,1,GB,Lender-38,,Borrower-51 Inc,Borrower-51 Inc,0.097,0.024,116789.4,583947.02,GB,US0CE55
TERM,0YD8T1T85,BID1T12,MAIULON153,CDTERM75,US0CE551T85,MAIULON153-USD,Borrower-164,B200,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE551T85,2/5/2018,,,2/5/2019,1,USD,Lender-43,,Borrower-164 Inc,Borrower-164 Inc,0.033,0.015,100986.83,504934.14,USD,US0CE55
UNCOMMITTED,0YD8T1T86,BID1T14,MAIULON60,CDUNCOMMITTED80,US0CE551T86,MAIULON60-EUR,Borrower-406,B228,LOAN,LIBOR_SWINGLINE,Loans,US0CE551T86,5/27/2018,,,5/27/2019,1,EUR,Lender-36,,Borrower-406 Inc,Borrower-406 Inc,0.03,0.016,111216.77,556083.84,EUR,US0CE55
TERM,0YD8T1T87,BID1T16,MAIULON435,CDTERM84,US0CE551T87,MAIULON435-USD,Borrower-140,B229,LOAN,US_SBLC,Loans,US0CE551T87,2/8/2018,,,2/8/2019,1,USD,Lender-40,,Borrower-140 Inc,Borrower-140 Inc,0.04,0.02,119867.59,599337.94,USD,US0CE55
LIBOR,0YD8T1T88,BID1T11,MAIULON211,CDLIBOR38,US0CE551T88,MAIULON211-EUR,Borrower-201,B202,LOAN,EURIBOR,Loans,US0CE551T88,3/25/2018,,,3/25/2019,1,EUR,Lender-44,,Borrower-201 Inc,Borrower-201 Inc,0.048,0.016,115512.75,577563.75,EUR,US0CE55
REVOLVING,0YD8T1T89,BID1T11,MAIULON35,CDREVOLVING18,US0CE551T89,MAIULON35-GB,Borrower-381,B203,LOAN,LIBOR_SWINGLINE,Loans,US0CE551T89,5/20/2018,,,5/20/2019,1,GB,Lender-0,,Borrower-381 Inc,Borrower-381 Inc,0.044,0.015,114795.32,573976.62,GB,US0CE55
TERM,0YD8T1T90,BID1T8,MAIULON13,CDTERM89,US0CE551T90,MAIULON13-USD,Borrower-388,B108,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE551T90,4/16/2018,,,4/16/2019,1,USD,Lender-36,,Borrower-388 Inc,Borrower-388 Inc,,0.02,102852.01,514260.04,USD,US0CE55
LIBOR,0YD8T1T91,BID1T22,MAIULON435,CDLIBOR68,US0CE551T91,MAIULON435-GB,Borrower-159,B263,LOAN,LIBOR_SWINGLINE,Loans,US0CE551T91,3/25/2018,,,3/25/2019,1,GB,Lender-48,,Borrower-159 Inc,Borrower-159 Inc,,0.015,119579.55,597897.75,GB,US0CE55
REVOLVING,0YD8T1T92,BID1T25,MAIULON374,CDREVOLVING84,US0CE551T92,MAIULON374-GB,Borrower-389,B211,LOAN,US_SBLC,Loans,US0CE551T92,4/17/2018,,,4/17/2019,1,GB,Lender-8,,Borrower-389 Inc,Borrower-389 Inc,,0.018,118206.55,591032.73,GB,US0CE55
UNCOMMITTED,0YD8T1T93,BID1T24,MAIULON526,CDUNCOMMITTED32,US0CE551T93,MAIULON526-USD,Borrower-147,B239,LOAN,UNPAID_LIBOR,Loans,US0CE551T93,6/1/2018,,,6/1/2019,1,USD,Lender-31,,Borrower-147 Inc,Borrower-147 Inc,,0.015,119918.81,599594.04,USD,US0CE55
LIBOR,0YD8T1T94,BID1T15,MAIULON130,CDLIBOR92,US0CE551T94,MAIULON130-EUR,Borrower-466,B123,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T94,1/15/2018,,,1/15/2019,1,EUR,Lender-3,,Borrower-466 Inc,Borrower-466 Inc,,0.015,113696.62,568483.08,EUR,US0CE55
COMMITTED,0YD8T1T95,BID1T17,MAIULON194,CDCOMMITTED24,US0CE551T95,MAIULON194-EUR,Borrower-98,B141,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T95,6/16/2018,,,6/16/2019,1,EUR,Lender-38,,Borrower-98 Inc,Borrower-98 Inc,,0.02,104057.34,520286.71,EUR,US0CE55
COMMITTED,0YD8T1T96,BID1T11,MAIULON164,CDCOMMITTED6,US0CE551T96,MAIULON164-USD,Borrower-288,B243,SBLC,SBLC_PERF,SBLC_PERF_20,US0CE551T96,6/2/2018,,,6/2/2019,1,USD,Lender-21,,Borrower-288 Inc,Borrower-288 Inc,,0.02,111057.08,555285.41,USD,US0CE55
REVOLVING,0YD8T1T97,BID1T16,MAIULON295,CDREVOLVING16,US0CE551T97,MAIULON295-USD,Borrower-24,B217,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE551T97,6/5/2018,,,6/5/2019,1,USD,Lender-30,,Borrower-24 Inc,Borrower-24 Inc,,0.022,116690.08,583450.39,USD,US0CE55
REVOLVING,0YD8T1T98,BID1T29,MAIULON3,CDREVOLVING21,US0CE551T98,MAIULON3-USD,Borrower-445,B152,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE551T98,5/3/2018,,,5/3/2019,1,USD,Lender-46,,Borrower-445 Inc,Borrower-445 Inc,,0.015,109734.91,548674.53,USD,US0CE55
UNCOMMITTED,0YD8T1T99,BID1T3,MAIULON182,CDUNCOMMITTED1,US0CE551T99,MAIULON182-USD,Borrower-9,B261,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE551T99,6/12/2018,,,6/12/2019,1,USD,Lender-31,,Borrower-9 Inc,Borrower-9 Inc,,0.015,107131.51,535657.53,USD,US0CE55
UNCOMMITTED,0YD8T1T100,BID1T29,MAIULON3,CDUNCOMMITTED91,US0CE551T100,MAIULON3-EUR,Borrower-7,B158,LOAN,US_SBLC,Loans,US0CE551T100,6/16/2018,,,6/16/2019,1,EUR,Lender-20,,Borrower-7 Inc,Borrower-7 Inc,,0.021,104133.35,520666.74,EUR,US0CE55
TERM,0YD8T1T101,BID1T17,MAIULON43,CDTERM46,US0CE551T101,MAIULON43-GB,Borrower-379,B149,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_100_DEFAULT,US0CE551T101,2/3/2018,,,2/3/2019,1,GB,Lender-13,,Borrower-379 Inc,Borrower-379 Inc,0.03,0.015,107764.11,538820.57,GB,US0CE55
LIBOR,0YD8T1T102,BID1T17,MAIULON368,CDLIBOR83,US0CE551T102,MAIULON368-USD,Borrower-353,B190,LOAN,EURIBOR,Loans,US0CE551T102,5/4/2018,,,5/4/2019,1,USD,Lender-6,,Borrower-353 Inc,Borrower-353 Inc,0.046,0.015,118518.52,592592.62,USD,US0CE55
LIBOR,0YD8T2T0,BID2T12,MAIULON410,CDLIBOR82,US0CE432T0,MAIULON410-GB,Borrower-4,B236,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T0,1/11/2018,,,1/11/2019,1,GB,Lender-24,,Borrower-4 Inc,Borrower-4 Inc,0.065,0.018,103781.98,518909.9,GB,US0CE43
REVOLVING,0YD8T2T1,BID2T12,MAIULON562,CDREVOLVING49,US0CE432T1,MAIULON562-USD,Borrower-468,B211,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T1,2/3/2018,,,2/3/2019,1,USD,Lender-16,,Borrower-468 Inc,Borrower-468 Inc,0.032,0.015,113103.95,565519.76,USD,US0CE43
COMMITTED,0YD8T2T2,BID2T1,MAIULON503,CDCOMMITTED16,US0CE432T2,MAIULON503-GB,Borrower-208,B153,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE432T2,5/27/2018,,,5/27/2019,1,GB,Lender-35,,Borrower-208 Inc,Borrower-208 Inc,0.03,0.015,100245.15,501225.77,GB,US0CE43
UNCOMMITTED,0YD8T2T3,BID2T27,MAIULON181,CDUNCOMMITTED31,US0CE432T3,MAIULON181-USD,Borrower-31,B157,SBLC,US_SBLC,SBLC_FINANCIAL_100_DEFAULT,US0CE432T3,5/17/2018,,,5/17/2019,1,USD,Lender-42,,Borrower-31 Inc,Borrower-31 Inc,0.055,0.015,119828.68,599143.4,USD,US0CE43
LIBOR,0YD8T2T4,BID2T14,MAIULON404,CDLIBOR65,US0CE432T4,MAIULON404-EUR,Borrower-392,B114,LOAN,EURIBOR,Loans,US0CE432T4,1/26/2018,,,1/26/2019,1,EUR,Lender-16,,Borrower-392 Inc,Borrower-392 Inc,0.085,0.015,117460.47,587302.37,EUR,US0CE43
COMMITTED,0YD8T2T5,BID2T18,MAIULON109,CDCOMMITTED55,US0CE432T5,MAIULON109-EUR,Borrower-80,B225,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T5,3/3/2018,,,3/3/2019,1,EUR,Lender-13,,Borrower-80 Inc,Borrower-80 Inc,0.043,0.015,111344.67,556723.33,EUR,US0CE43
COMMITTED,0YD8T2T6,BID2T14,MAIULON110,CDCOMMITTED15,US0CE432T6,MAIULON110-EUR,Borrower-63,B117,LOAN,LIBOR_SWINGLINE,Loans,US0CE432T6,5/8/2018,,,5/8/2019,1,EUR,Lender-35,,Borrower-63 Inc,Borrower-63 Inc,0.034,0.015,110704.39,553521.97,EUR,US0CE43
TERM,0YD8T2T7,BID2T26,MAIULON440,CDTERM68,US0CE432T7,MAIULON440-GB,Borrower-242,B111,LOAN,DISCOUNT_LOAN,Loans,US0CE432T7,4/8/2018,,,4/8/2019,1,GB,Lender-22,,Borrower-242 Inc,Borrower-242 Inc,0.051,0.015,111729,558644.98,GB,US0CE43
COMMITTED,0YD8T2T8,BID2T1,MAIULON514,CDCOMMITTED74,US0CE432T8,MAIULON514-EUR,Borrower-209,B290,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T8,4/6/2018,,,4/6/2019,1,EUR,Lender-36,,Borrower-209 Inc,Borrower-209 Inc,0.05,0.019,115303.5,576517.5,EUR,US0CE43
UNCOMMITTED,0YD8T2T9,BID2T22,MAIULON568,CDUNCOMMITTED8,US0CE432T9,MAIULON568-GB,Borrower-69,B136,LOAN,SBLC_FINANCIAL,Loans,US0CE432T9,4/21/2018,,,4/21/2019,1,GB,Lender-18,,Borrower-69 Inc,Borrower-69 Inc,0.054,0.015,102436.59,512182.95,GB,US0CE43
REVOLVING,0YD8T2T10,BID2T17,MAIULON513,CDREVOLVING76,US0CE432T10,MAIULON513-USD,Borrower-141,B255,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T10,2/7/2018,,,2/7/2019,1,USD,Lender-15,,Borrower-141 Inc,Borrower-141 Inc,0.038,0.015,103088.31,515441.56,USD,US0CE43
COMMITTED,0YD8T2T11,BID2T3,MAIULON209,CDCOMMITTED45,US0CE432T11,MAIULON209-USD,Borrower-285,B159,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T11,6/18/2018,,,6/18/2019,1,USD,Lender-21,,Borrower-285 Inc,Borrower-285 Inc,0.032,0.023,102009,510045,USD,US0CE43
UNCOMMITTED,0YD8T2T12,BID2T19,MAIULON21,CDUNCOMMITTED96,US0CE432T12,MAIULON21-USD,Borrower-101,B130,SBLC,US_SBLC,SBLC_PERF_20,US0CE432T12,1/16/2018,,,1/16/2019,1,USD,Lender-48,,Borrower-101 Inc,Borrower-101 Inc,,0.015,101236,506179.98,USD,US0CE43
COMMITTED,0YD8T2T13,BID2T20,MAIULON233,CDCOMMITTED66,US0CE432T13,MAIULON233-USD,Borrower-444,B228,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE432T13,5/21/2018,,,5/21/2019,1,USD,Lender-20,,Borrower-444 Inc,Borrower-444 Inc,,0.021,103054.95,515274.75,USD,US0CE43
TERM,0YD8T2T14,BID2T16,MAIULON394,CDTERM83,US0CE432T14,MAIULON394-USD,Borrower-493,B168,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T14,6/19/2018,,,6/19/2019,1,USD,Lender-27,,Borrower-493 Inc,Borrower-493 Inc,,0.015,109517.62,547588.11,USD,US0CE43
REVOLVING,0YD8T2T15,BID2T0,MAIULON212,CDREVOLVING43,US0CE432T15,MAIULON212-USD,Borrower-193,B251,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T15,4/8/2018,,,4/8/2019,1,USD,Lender-29,,Borrower-193 Inc,Borrower-193 Inc,,0.015,115018.22,575091.11,USD,US0CE43
UNCOMMITTED,0YD8T2T16,BID2T24,MAIULON17,CDUNCOMMITTED10,US0CE432T16,MAIULON17-GB,Borrower-131,B145,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE432T16,5/22/2018,,,5/22/2019,1,GB,Lender-31,,Borrower-131 Inc,Borrower-131 Inc,,0.015,116965.59,584827.95,GB,US0CE43
REVOLVING,0YD8T2T17,BID2T17,MAIULON338,CDREVOLVING99,US0CE432T17,MAIULON338-GB,Borrower-363,B220,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE432T17,4/27/2018,,,4/27/2019,1,GB,Lender-44,,Borrower-363 Inc,Borrower-363 Inc,,0.015,106248.52,531242.59,GB,US0CE43
REVOLVING,0YD8T2T18,BID2T22,MAIULON533,CDREVOLVING83,US0CE432T18,MAIULON533-USD,Borrower-379,B249,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T18,5/26/2018,,,5/26/2019,1,USD,Lender-21,,Borrower-379 Inc,Borrower-379 Inc,,0.015,103976.84,519884.21,USD,US0CE43
LIBOR,0YD8T2T19,BID2T16,MAIULON330,CDLIBOR77,US0CE432T19,MAIULON330-GB,Borrower-264,B283,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE432T19,5/30/2018,,,5/30/2019,1,GB,Lender-13,,Borrower-264 Inc,Borrower-264 Inc,,0.015,103890.93,519454.66,GB,US0CE43
REVOLVING,0YD8T2T20,BID2T2,MAIULON186,CDREVOLVING62,US0CE432T20,MAIULON186-EUR,Borrower-460,B296,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE432T20,5/1/2018,,,5/1/2019,1,EUR,Lender-35,,Borrower-460 Inc,Borrower-460 Inc,0.099,0.015,100867.49,504337.46,EUR,US0CE43
LIBOR,0YD8T2T21,BID2T11,MAIULON124,CDLIBOR89,US0CE432T21,MAIULON124-EUR,Borrower-12,B238,LOAN,LIBOR,Loans,US0CE432T21,4/1/2018,,,4/1/2019,1,EUR,Lender-42,,Borrower-12 Inc,Borrower-12 Inc,0.047,0.015,115109.65,575548.24,EUR,US0CE43
COMMITTED,0YD8T2T22,BID2T19,MAIULON272,CDCOMMITTED4,US0CE432T22,MAIULON272-USD,Borrower-355,B178,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T22,4/4/2018,,,4/4/2019,1,USD,Lender-45,,Borrower-355 Inc,Borrower-355 Inc,0.059,0.015,118894.5,594472.51,USD,US0CE43
TERM,0YD8T2T23,BID2T20,MAIULON234,CDTERM52,US0CE432T23,MAIULON234-GB,Borrower-324,B111,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T23,3/19/2018,,,3/19/2019,1,GB,Lender-40,,Borrower-324 Inc,Borrower-324 Inc,0.058,0.015,118161.49,590807.46,GB,US0CE43
COMMITTED,0YD8T2T24,BID2T10,MAIULON181,CDCOMMITTED36,US0CE432T24,MAIULON181-GB,Borrower-499,B113,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE432T24,4/17/2018,,,4/17/2019,1,GB,Lender-33,,Borrower-499 Inc,Borrower-499 Inc,0.039,0.015,114760.01,573800.05,GB,US0CE43
LIBOR,0YD8T2T25,BID2T26,MAIULON596,CDLIBOR32,US0CE432T25,MAIULON596-USD,Borrower-148,B148,SBLC,US_SBLC,SBLC_FINANCIAL_20,US0CE432T25,6/13/2018,,,6/13/2019,1,USD,Lender-12,,Borrower-148 Inc,Borrower-148 Inc,0.034,0.015,116834.96,584174.78,USD,US0CE43
COMMITTED,0YD8T2T26,BID2T7,MAIULON578,CDCOMMITTED34,US0CE432T26,MAIULON578-EUR,Borrower-484,B166,SBLC,SBLC_FINANCIAL,SBLC_FINANCIAL_20,US0CE432T26,1/31/2018,,,1/31/2019,1,EUR,Lender-36,,Borrower-484 Inc,Borrower-484 Inc,0.049,0.023,114613.97,573069.84,EUR,US0CE43
TERM,0YD8T2T27,BID2T2,MAIULON26,CDTERM93,US0CE432T27,MAIULON26-USD,Borrower-488,B186,SBLC,US_SBLC,SBLC_PERF_50_DEFAULT,US0CE432T27,1/23/2018,,,1/23/2019,1,USD,Lender-44,,Borrower-488 Inc,Borrower-488 Inc,0.076,0.015,116770.34,583851.7,USD,US0CE43
LIBOR,0YD8T2T28,BID2T17,MAIULON27,CDLIBOR85,US0CE432T28,MAIULON27-USD,Borrower-357,B133,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T28,2/18/2018,,,2/18/2019,1,USD,Lender-10,,Borrower-357 Inc,Borrower-357 Inc,0.078,0.015,108570.68,542853.4,USD,US0CE43
TERM,0YD8T2T29,BID2T6,MAIULON254,CDTERM51,US0CE432T29,MAIULON254-GB,Borrower-122,B116,SBLC,SBLC_PERF,SBLC_PERF_50_DEFAULT,US0CE432T29,3/28/2018,,,3/28/2019,1,GB,Lender-47,,Borrower-122 Inc,Borrower-122 Inc,0.044,0.024,107176.61,535883.03,GB,US0CE43
REVOLVING,0YD8T2T30,BID2T25,MAIULON102,CDREVOLVING65,US0CE432T30,MAIULON102-GB,Borrower-311,B213,SBLC,SBLC_PERF,SBLC_FINANCIAL_100_DEFAULT,US0CE432T30,3/12/2018,,,3/12/2019,1,GB,Lender-30,,Borrower-311 Inc,Borrower-311 Inc,0.034,0.015,111754.89,558774.44,GB,US0CE43
TERM,0YD8T2T31,BID2T20,MAIULON171,CDTERM75,US0CE432T31,MAIULON171-USD,Borrower-191,B193,LOAN,BASE_RATE,Loans,US0CE432T31,1/1/2018,,,1/1/2019,1,USD,Lender-28,,Borrower-191 Inc,Borrower-191 Inc,0.035,0.022,116460.6,582302.99,USD,US0CE43
TERM,0YD8T2T32,BID2T28,MAIULON408,CDTERM1,US0CE432T32,MAIULON408-EUR,Borrower-128,B181,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T32,1/24/2018,,,1/24/2019,1,EUR,Lender-12,,Borrower-128 Inc,Borrower-128 Inc,0.03,0.019,112893.03,564465.14,EUR,US0CE43
UNCOMMITTED,0YD8T2T33,BID2T29,MAIULON280,CDUNCOMMITTED63,US0CE432T33,MAIULON280-EUR,Borrower-210,B245,LOAN,COST_OF_FUND,Loans,US0CE432T33,1/17/2018,,,1/17/2019,1,EUR,Lender-47,,Borrower-210 Inc,Borrower-210 Inc,0.042,0.019,115284.23,576421.16,EUR,US0CE43
LIBOR,0YD8T2T34,BID2T8,MAIULON211,CDLIBOR32,US0CE432T34,MAIULON211-EUR,Borrower-158,B183,SBLC,SBLC_PERF,SBLC_FINANCIAL_20,US0CE432T34,4/6/2018,,,4/6/2019,1,EUR,Lender-19,,Borrower-158 Inc,Borrower-158 Inc,0.03,0.016,116465.27,582326.33,EUR,US0CE43
TERM,0YD8T2T35,BID2T18,MAIULON523,CDTERM3,US0CE432T35,MAIULON523-USD,Borrower-232,B199,SBLC,SBLC_FINANCIAL,SBLC_PERF_50_DEFAULT,US0CE432T35,2/27/2018,,,2/27/2019,1,USD,Lender-37,,Borrower-232 Inc,Borrower-232 Inc,0.03,0.015,105565.3,527826.49,USD,US0CE43
UNCOMMITTED,0YD8T2T36,BID2T24,MAIULON492,CDUNCOMMITTED34,US0CE432T36,MAIULON492-GB,Borrower-486,B156,LOAN,COST_OF_FUND,Loans,US0CE432T36,3/23/2018,,,3/23/2019,1,GB,Lender-40,,Borrower-486 Inc,Borrower-486 Inc,,0.017,109433.97,547169.83,GB,US0CE43
UNCOMMITTED,0YD8T2T37,BID2T18,MAIULON73,CDUNCOMMITTED27,US0CE432T37,MAIULON73-EUR,Borrower-142,B264,LOAN,FIXED,Loans,US0CE432T37,6/23/2018,,,6/23/2019,1,EUR,Lender-13,,Borrower-142 Inc,Borrower-142 Inc,,0.015,118937.48,594687.42,EUR,US0CE43
REVOLVING,0YD8T2T38,BID2T21,MAIULON417,CDREVOLVING1,US0CE432T38,MAIULON417-EUR,Borrower-289,B281,LOAN,BASE_RATE,Loans,US0CE432T38,3/8/2018,,,3/8/2019,1,EUR,Lender-18,,Borrower-289 Inc,Borrower-289 Inc,,0.015,108564.17,542820.87,EUR,US0CE43
REVOLVING,0YD8T2T39,BID2T1,MAIULON417,CDREVOLVING75,US0CE432T39,MAIULON417-USD,Borrower-53,B224,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T39,3/30/2018,,,3/30/2019,1,USD,Lender-44,,Borrower-53 Inc,Borrower-53 Inc,,0.021,113185.25,565926.23,USD,US0CE43
TERM,0YD8T2T40,BID2T3,MAIULON185,CDTERM57,US0CE432T40,MAIULON185-USD,Borrower-496,B120,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T40,2/26/2018,,,2/26/2019,1,USD,Lender-3,,Borrower-496 Inc,Borrower-496 Inc,,0.015,109351.8,546758.99,USD,US0CE43
UNCOMMITTED,0YD8T2T41,BID2T16,MAIULON426,CDUNCOMMITTED84,US0CE432T41,MAIULON426-USD,Borrower-497,B280,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T41,2/9/2018,,,2/9/2019,1,USD,Lender-17,,Borrower-497 Inc,Borrower-497 Inc,,0.015,100169.19,500845.94,USD,US0CE43
LIBOR,0YD8T2T42,BID2T24,MAIULON116,CDLIBOR68,US0CE432T42,MAIULON116-EUR,Borrower-53,B199,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T42,6/18/2018,,,6/18/2019,1,EUR,Lender-22,,Borrower-53 Inc,Borrower-53 Inc,0.044,0.015,102575.06,512875.3,EUR,US0CE43
UNCOMMITTED,0YD8T2T43,BID2T16,MAIULON532,CDUNCOMMITTED78,US0CE432T43,MAIULON532-GB,Borrower-292,B191,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T43,5/24/2018,,,5/24/2019,1,GB,Lender-16,,Borrower-292 Inc,Borrower-292 Inc,0.05,0.02,103757.5,518787.48,GB,US0CE43
LIBOR,0YD8T2T44,BID2T27,MAIULON13,CDLIBOR29,US0CE432T44,MAIULON13-GB,Borrower-446,B131,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T44,6/5/2018,,,6/5/2019,1,GB,Lender-6,,Borrower-446 Inc,Borrower-446 Inc,0.064,0.015,109484.86,547424.31,GB,US0CE43
COMMITTED,0YD8T2T45,BID2T17,MAIULON537,CDCOMMITTED32,US0CE432T45,MAIULON537-USD,Borrower-367,B253,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T45,3/2/2018,,,3/2/2019,1,USD,Lender-18,,Borrower-367 Inc,Borrower-367 Inc,0.03,0.017,111279.15,556395.76,USD,US0CE43
UNCOMMITTED,0YD8T2T46,BID2T25,MAIULON452,CDUNCOMMITTED21,US0CE432T46,MAIULON452-USD,Borrower-390,B156,DISCOUNT_LOAN,DISCOUNT_LOAN,Loans,US0CE432T46,5/31/2018,,,5/31/2019,1,USD,Lender-14,,Borrower-390 Inc,Borrower-390 Inc,0.043,0.015,111649.71,558248.56,USD,US0CE43
REVOLVING,0YD8T2T47,BID2T3,MAIULON324,CDREVOLVING8,US0CE432T47,MAIULON324-GB,Borrower-238,B190,LOAN,FIXED,Loans,US0CE432T47,2/12/2018,,,2/12/2019,1,GB,Lender-44,,Borrower-238 Inc,Borrower-238 Inc,0.03,0.015,107014.46,535072.3,GB,US0CE43
LIBOR,0YD8T2T48,BID2T14,MAIULON203,CDLIBOR84,US0CE432T48,MAIULON203-USD,Borrower-165,B293,SBLC,US_SBLC,SBLC_PERF_20,US0CE432T48,3/2/2018,,,3/2/2019,1,USD,Lender-47,,Borrower-165 Inc,Borrower-165 Inc,0.044,0.017,116470.79,582353.95,USD,US0CE43
TERM,0YD8T2T49,BID2T28,MAIULON466,CDTERM13,US0CE432T49,MAIULON466-GB,Borrower-148,B286,LOAN,DISCOUNT_LOAN,Loans,US0CE432T49,1/12/2018,,,1/12/2019,1,GB,Lender-40,,Borrower-148 Inc,Borrower-148 Inc,0.042,0.015,101238.58,506192.89,GB,US0CE43
